54.36.148.112 - - [31/Jan/2023:16:19:13 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
66.249.66.8 - - [22/Feb/2023:04:17:48 -0800] "GET /biblearabic/vineandbranches.jpg HTTP/1.1" 200 55977 "-" "Googlebot-Image/1.0" "www.forgive490.com"
66.249.66.44 - - [22/Feb/2023:04:17:49 -0800] "GET /biblearabic/faithhopelove.jpg HTTP/1.1" 200 11467 "-" "Googlebot-Image/1.0" "www.forgive490.com"
31.13.103.20 - - [22/Feb/2023:04:22:40 -0800] "GET /bible/ HTTP/1.1" 206 653 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "www.forgive490.com"
173.252.87.14 - - [22/Feb/2023:04:42:55 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "forgive490.com"
173.252.87.11 - - [22/Feb/2023:04:42:56 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "forgive490.com"
92.204.54.126 - - [22/Feb/2023:05:19:08 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; seocompany/0.6; +; )" "www.forgive490.com"
92.204.54.126 - - [22/Feb/2023:05:19:09 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0" "www.forgive490.com"
92.204.54.126 - - [22/Feb/2023:05:19:11 -0800] "GET /bible/ HTTP/1.1" 200 653 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0" "www.forgive490.com"
207.46.13.207 - - [22/Feb/2023:05:26:47 -0800] "GET /recommended.php/bible/bible/biblia-por/biblia-por/BlanketsForRomania.php HTTP/1.1" 200 20613 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
199.48.94.43 - - [22/Feb/2023:05:37:51 -0800] "HEAD /apple-touch-icon.png HTTP/1.1" 404 - "-" "-" "www.forgive490.com"
199.48.94.43 - - [22/Feb/2023:05:37:51 -0800] "HEAD /manifest.json HTTP/1.1" 404 - "-" "-" "www.forgive490.com"
199.48.94.43 - - [22/Feb/2023:05:37:52 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.x.x) Gecko/20041107 Firefox/x.x" "www.forgive490.com"
199.48.94.43 - - [22/Feb/2023:05:37:53 -0800] "HEAD /favicon.ico HTTP/1.1" 404 - "-" "-" "www.forgive490.com"
52.167.144.76 - - [22/Feb/2023:06:09:21 -0800] "GET /biblemand/img/tencommandments.jpg HTTP/1.1" 200 132688 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
103.131.71.26 - - [22/Feb/2023:06:35:18 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" "forgive490.com"
200.1.109.59 - - [22/Feb/2023:07:06:56 -0800] "GET /bible/img/image2.jpg HTTP/1.1" 200 88118 "https://images.search.yahoo.com/search/images;_ylt=AwrNZzEKL_ZjJoEBGi.JzbkF;_ylu=c2VjA3NlYXJjaARzbGsDYnV0dG9u;_ylc=X1MDOTYwNjI4NTcEX3IDMgRmcgNtY2FmZWUEZnIyA3A6cyx2OmksbTpzYi10b3AEZ3ByaWQDd0tRZF8zY0hRWnlUWkZTSzdxMUFGQQRuX3JzbHQDMARuX3N1Z2cDMARvcmlnaW4DaW1hZ2VzLnNlYXJjaC55YWhvby5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzMwBHF1ZXJ5A3NlY3Rpb25zJTIwb2YlMjB0aGUlMjBiaWJsZSUyMGNhdGhvbGljBHRfc3RtcAMxNjc3MDc4NDA4?p=sections+of+the+bible+catholic&fr=mcafee&fr2=p%3As%2Cv%3Ai%2Cm%3Asb-top&ei=UTF-8&x=wrt&type=E211US1456G0" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
51.222.253.17 - - [22/Feb/2023:07:10:22 -0800] "GET /biblegerman/spread.html HTTP/1.1" 200 4114 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.14 - - [22/Feb/2023:07:10:24 -0800] "GET /biblegerman/img/image47.jpg HTTP/1.1" 200 4213 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.18 - - [22/Feb/2023:07:10:25 -0800] "GET /biblegerman/img/image50.jpg HTTP/1.1" 200 4712 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.6 - - [22/Feb/2023:07:10:25 -0800] "GET /biblegerman/img/image49.jpg HTTP/1.1" 200 1811637 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
43.130.135.36 - - [22/Feb/2023:07:22:53 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.ravelry.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:15 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:16 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:24:22 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:28:06 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.ravelry.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
99.108.208.108 - - [22/Feb/2023:07:28:22 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 200 191698 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50" "www.forgive490.com"
66.249.66.10 - - [22/Feb/2023:07:39:10 -0800] "GET /ads.txt HTTP/1.1" 404 88 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "forgive490.com"
77.75.78.170 - - [22/Feb/2023:08:02:55 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)" "forgive490.com"
77.75.78.170 - - [22/Feb/2023:08:02:57 -0800] "GET /biblefrench/word.html HTTP/1.1" 304 - "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)" "forgive490.com"
5.102.173.71 - - [22/Feb/2023:08:19:04 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; MojeekBot/0.11; +https://www.mojeek.com/bot.html)" "www.forgive490.com"
5.102.173.71 - - [22/Feb/2023:08:19:04 -0800] "GET /links/aboutauthor.php HTTP/1.1" 200 14047 "-" "Mozilla/5.0 (compatible; MojeekBot/0.11; +https://www.mojeek.com/bot.html)" "www.forgive490.com"
52.167.144.83 - - [22/Feb/2023:08:26:29 -0800] "GET /biblia-por/img/Image22.jpg HTTP/1.1" 200 4944 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
17.241.227.111 - - [22/Feb/2023:08:39:24 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" "forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:31 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:32 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:32 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:33 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:34 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
107.115.171.58 - - [22/Feb/2023:08:40:34 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "MobileSafari/8614.4.6.0.6 CFNetwork/1404.0.5 Darwin/22.3.0" "www.forgive490.com"
51.222.253.18 - - [22/Feb/2023:08:46:15 -0800] "GET /bible/howtolive.html HTTP/1.1" 200 2258 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.1 - - [22/Feb/2023:08:46:17 -0800] "GET /bible/img/image52.jpg HTTP/1.1" 200 3921 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.18 - - [22/Feb/2023:08:46:17 -0800] "GET /bible/styles.css HTTP/1.1" 200 391 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.19 - - [22/Feb/2023:08:46:18 -0800] "GET /bible/img/englishhow.jpg HTTP/1.1" 200 17746 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.12 - - [22/Feb/2023:08:46:18 -0800] "GET /bible/img/image51.jpg HTTP/1.1" 200 6644 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
52.167.144.76 - - [22/Feb/2023:09:04:07 -0800] "GET /sitemap.xml HTTP/1.1" 200 170 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
52.167.144.83 - - [22/Feb/2023:09:12:43 -0800] "GET /biblegerman/img/germanbooks.jpg HTTP/1.1" 200 80075 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
197.158.80.6 - - [22/Feb/2023:09:18:57 -0800] "GET / HTTP/1.1" 200 5836 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 9; itel W6002E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36" "www.forgive490.com"
197.158.80.5 - - [22/Feb/2023:09:18:58 -0800] "GET / HTTP/1.1" 200 5836 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
197.158.80.6 - - [22/Feb/2023:09:19:00 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/" "Mozilla/5.0 (Linux; Android 9; itel W6002E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36" "www.forgive490.com"
197.158.80.5 - - [22/Feb/2023:09:19:01 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
197.158.80.6 - - [22/Feb/2023:09:19:02 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/" "Mozilla/5.0 (Linux; Android 9; itel W6002E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36" "www.forgive490.com"
197.158.80.5 - - [22/Feb/2023:09:19:02 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
197.158.80.6 - - [22/Feb/2023:09:19:04 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Linux; Android 9; itel W6002E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36" "www.forgive490.com"
197.158.80.5 - - [22/Feb/2023:09:19:05 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
51.222.253.13 - - [22/Feb/2023:09:32:22 -0800] "GET /bible/word.html HTTP/1.1" 200 8273 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.17 - - [22/Feb/2023:09:32:23 -0800] "GET /bible/img/image29.jpg HTTP/1.1" 200 9185 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.18 - - [22/Feb/2023:09:32:23 -0800] "GET /bible/img/image39.jpg HTTP/1.1" 200 46219 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.19 - - [22/Feb/2023:09:32:24 -0800] "GET /bible/img/image35.jpg HTTP/1.1" 200 85585 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.9 - - [22/Feb/2023:09:32:25 -0800] "GET /bible/img/image32.jpg HTTP/1.1" 200 5631 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.12 - - [22/Feb/2023:09:32:25 -0800] "GET /bible/img/image44.jpg HTTP/1.1" 200 4670 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.17 - - [22/Feb/2023:09:32:25 -0800] "GET /bible/img/image40.jpg HTTP/1.1" 200 3532 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.20 - - [22/Feb/2023:09:32:25 -0800] "GET /bible/img/image45.jpg HTTP/1.1" 200 3667 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.5 - - [22/Feb/2023:09:32:26 -0800] "GET /bible/img/image34.jpg HTTP/1.1" 200 7231 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.8 - - [22/Feb/2023:09:32:26 -0800] "GET /bible/img/image30.jpg HTTP/1.1" 200 13122 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.8 - - [22/Feb/2023:09:32:26 -0800] "GET /bible/img/image42.jpg HTTP/1.1" 200 5877 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.14 - - [22/Feb/2023:09:32:27 -0800] "GET /bible/img/image36.jpg HTTP/1.1" 200 4322 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.16 - - [22/Feb/2023:09:32:27 -0800] "GET /bible/img/image31.jpg HTTP/1.1" 200 11485 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.1 - - [22/Feb/2023:09:32:27 -0800] "GET /bible/img/image46.jpg HTTP/1.1" 200 3911 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.19 - - [22/Feb/2023:09:32:28 -0800] "GET /bible/img/image43.jpg HTTP/1.1" 200 3182 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.19 - - [22/Feb/2023:09:32:28 -0800] "GET /bible/img/image38.jpg HTTP/1.1" 200 5714 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.8 - - [22/Feb/2023:09:32:28 -0800] "GET /bible/img/image28.jpg HTTP/1.1" 200 14121 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.19 - - [22/Feb/2023:09:32:28 -0800] "GET /bible/img/image33.jpg HTTP/1.1" 200 9156 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.12 - - [22/Feb/2023:09:32:29 -0800] "GET /bible/img/image41.jpg HTTP/1.1" 200 17624 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
35.92.165.123 - - [22/Feb/2023:09:44:21 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.161.209.84 - - [22/Feb/2023:09:44:33 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.89.83.10 - - [22/Feb/2023:09:44:44 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.89.83.10 - - [22/Feb/2023:09:44:48 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
18.237.113.1 - - [22/Feb/2023:09:44:53 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
35.88.126.163 - - [22/Feb/2023:09:45:14 -0800] "GET / HTTP/1.1" 200 5836 "http://forgive490.com" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
64.124.8.54 - - [22/Feb/2023:09:45:44 -0800] "GET /bible/img/image2.jpg HTTP/1.1" 200 88118 "http://forgive490.com/bible/img/image2.jpg" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "forgive490.com"
54.245.74.110 - - [22/Feb/2023:09:46:31 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "http://forgive490.com/favicon.ico" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
86.154.134.114 - - [22/Feb/2023:09:49:56 -0800] "GET /bible/img/image2.jpg HTTP/1.1" 200 88118 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
114.119.140.172 - - [22/Feb/2023:10:01:47 -0800] "GET /index.php/tools/bible/biblearabic/biblemand/biblia-por/biblia-por/biblia-es/biblemand/bible/bibleviet/biblegerman/biblia-es/biblefrench/biblejapanese/discussion.php HTTP/1.1" 200 5836 "https://forgive490.com/index.php/tools/bible/biblearabic/biblemand/biblia-por/biblia-por/biblia-es/biblemand/bible/bibleviet/biblegerman/biblia-es/biblefrench/biblejapanese/recipe.php" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "forgive490.com"
35.91.137.222 - - [22/Feb/2023:10:02:26 -0800] "GET / HTTP/1.1" 200 5836 "http://forgive490.com" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36" "forgive490.com"
72.94.149.88 - - [22/Feb/2023:10:04:37 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/251.0.508228821 Mobile/15E148 Safari/604.1" "www.forgive490.com"
72.94.149.88 - - [22/Feb/2023:10:04:38 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/251.0.508228821 Mobile/15E148 Safari/604.1" "www.forgive490.com"
